document_id,question_id,question_status,answer_preview,found,has_error,validation_flags
diageo_2023_report_a28c,Q0,completed,{'is_relevant': True; 'document_type': 'Annual report'; 'climate_sections': ['Water stewardship'; 'S,True,False,
diageo_2023_report_a28c,Q1,completed,{'company_name': 'Diageo'; 'report_title': 'Annual report 2023'; 'publication_year': 2023; 'reportin,True,False,
diageo_2023_report_a28c,Q2,completed,{'frameworks_referenced': ['CDP Water'; 'Business Ambition for 1.5°C'; 'UNFCCC’s Race to Zero'; 'Rac,True,False,
diageo_2023_report_a28c,Q3,completed,{'operations_coverage_pct': 'not specified'; 'supply_chain_coverage_pct': 'not specified'; 'geograph,True,False,
diageo_2023_report_a28c,Q5,completed,{'scenarios_used': []; 'temperature_pathways': []; 'time_horizons': []; 'methodology_described': Fal,True,False,
diageo_2023_report_a28c,Q10,completed,{'materiality_assessment': {'methodology': 'not specified'; 'criteria_used': []; 'material_risks_ide,True,False,
diageo_2023_report_a28c,Q4,completed,{'hazards': [{'hazard_type': 'water stress'; 'location': 'water-stressed areas'; 'affected_assets': ,True,False,
diageo_2023_report_a28c,Q12,completed,{'location_specific_risks': [{'location_name': 'Ireland'; 'location_type': 'country'; 'climate_risks,True,False,
diageo_2023_report_a28c,Q6,completed,{'vulnerable_assets': []},True,False,
diageo_2023_report_a28c,Q7,completed,{'supply_chain_risks': []},True,False,
diageo_2023_report_a28c,Q8,completed,{'identified_risks': []},True,False,
diageo_2023_report_a28c,Q9,completed,{'vulnerabilities': []},True,False,
diageo_2023_report_a28c,Q11,completed,{'cost_estimates': []},True,False,
diageo_2023_report_a28c,Q18,completed,{'financial_disclosure': {'capex_disclosed': True; 'adaptation_investment_amount': '200 million'; 'c,True,False,
diageo_2023_report_a28c,Q23,completed,{'financial_impact_disclosed': False; 'quantified_impacts': []; 'insurance_or_risk_transfer': {'desc,True,False,
diageo_2023_report_a28c,Q13,completed,{'risk_adaptation_linkage': [{'climate_risk': 'Water crisis'; 'risk_location': 'Water-stressed areas,True,False,
diageo_2023_report_a28c,Q14,completed,{'implemented_measures': [{'measure_description': 'Investment in Ireland’s first purpose-built carbo,True,False,
diageo_2023_report_a28c,Q15,completed,{'resilience_programs': [{'program_name': 'Regenerative agriculture pilot'; 'description': 'Working ,True,False,
diageo_2023_report_a28c,Q16,completed,{'nature_based_solutions': [{'initiative_name': 'Regenerative farming practices'; 'description': 'Im,True,False,
diageo_2023_report_a28c,Q17,completed,{'innovation_initiatives': [{'initiative_name': 'Collaboration with agronomists'; 'technology_or_res,True,False,
diageo_2023_report_a28c,Q22,completed,{'adaptation_metrics': [{'metric_name': 'Water use efficiency improvement'; 'baseline_value': 'Curre,True,False,
diageo_2023_report_a28c,Q19,completed,{'board_oversight': {'responsible_committee': 'Sustainability Committee'; 'meeting_frequency': 'Quar,True,False,
diageo_2023_report_a28c,Q20,completed,{'integration_areas': ['business continuity planning'; 'procurement decisions'; 'site selection'; 'p,True,False,
diageo_2023_report_a28c,Q21,completed,{'stakeholders_engaged': [{'stakeholder_type': 'farmers'; 'engagement_activity': 'Training in regene,True,False,
heineken_n_v_2024_report_6acd,Q0,completed,{'is_relevant': True; 'document_type': 'Remuneration Report'; 'climate_sections': ['ESG measures'; ',True,False,
heineken_n_v_2024_report_6acd,Q1,completed,{'company_name': 'Heineken N.V.'; 'report_title': 'Remuneration Report 2024'; 'publication_year': 20,True,False,
heineken_n_v_2024_report_6acd,Q2,completed,{'frameworks_referenced': []; 'climate_sections': [{'section_name': 'ESG measures'; 'page_range': '1,True,False,
heineken_n_v_2024_report_6acd,Q3,completed,{'operations_coverage_pct': 'not found'; 'supply_chain_coverage_pct': 'not found'; 'geographies_cove,True,False,
heineken_n_v_2024_report_6acd,Q5,completed,{'scenarios_used': []; 'temperature_pathways': []; 'time_horizons': []; 'methodology_described': Fal,True,False,
heineken_n_v_2024_report_6acd,Q10,completed,{'materiality_assessment': {'methodology': 'not found'; 'criteria_used': []; 'material_risks_identif,True,False,
heineken_n_v_2024_report_6acd,Q4,completed,{'hazards': []},True,False,
heineken_n_v_2024_report_6acd,Q12,completed,{'location_specific_risks': []},True,False,
heineken_n_v_2024_report_6acd,Q6,completed,{'vulnerable_assets': []},True,False,
heineken_n_v_2024_report_6acd,Q7,completed,{'supply_chain_risks': []},True,False,
heineken_n_v_2024_report_6acd,Q8,completed,{'identified_risks': []},True,False,
heineken_n_v_2024_report_6acd,Q9,completed,{'vulnerabilities': []},True,False,
heineken_n_v_2024_report_6acd,Q11,completed,{'cost_estimates': []},True,False,
heineken_n_v_2024_report_6acd,Q18,completed,{'financial_disclosure': {'capex_disclosed': False; 'adaptation_investment_amount': ''; 'currency': ,True,False,
heineken_n_v_2024_report_6acd,Q23,completed,{'financial_impact_disclosed': False; 'quantified_impacts': []; 'insurance_or_risk_transfer': {'desc,True,False,
heineken_n_v_2024_report_6acd,Q13,completed,{'risk_adaptation_linkage': [{'climate_risk': 'Carbon emissions reduction'; 'risk_location': 'Global,True,False,
heineken_n_v_2024_report_6acd,Q14,completed,{'implemented_measures': [{'measure_description': 'Targets for carbon emissions reduction'; 'risk_ad,True,False,
heineken_n_v_2024_report_6acd,Q15,completed,{'resilience_programs': [{'program_name': 'Supplier climate risk assessment'; 'description': 'Assess,True,False,
heineken_n_v_2024_report_6acd,Q16,completed,{'nature_based_solutions': [{'initiative_name': 'Watershed protection programs'; 'description': 'Pro,True,False,
heineken_n_v_2024_report_6acd,Q17,completed,{'innovation_initiatives': [{'initiative_name': 'Climate-resilient crop varieties'; 'technology_or_r,True,False,
heineken_n_v_2024_report_6acd,Q22,completed,{'adaptation_metrics': [{'metric_name': 'Carbon emissions reduction target'; 'baseline_value': '0%';,True,False,
heineken_n_v_2024_report_6acd,Q19,error,{'error': 'parse_failed'; 'found': False},False,True,
heineken_n_v_2024_report_6acd,Q20,error,{'error': 'parse_failed'; 'found': False},False,True,
heineken_n_v_2024_report_6acd,Q21,error,{'error': 'parse_failed'; 'found': False},False,True,
kerry_group_2025_report_3ad5,Q0,completed,{'is_relevant': True; 'document_type': 'Supplier Code of Conduct'; 'climate_sections': ['Environment,True,False,
kerry_group_2025_report_3ad5,Q1,completed,{'company_name': 'Kerry Group'; 'report_title': 'Supplier Code of Conduct'; 'publication_year': 2025,True,False,
kerry_group_2025_report_3ad5,Q2,completed,{'frameworks_referenced': []; 'climate_sections': [{'section_name': 'Environment & Climate Action'; ,True,False,
kerry_group_2025_report_3ad5,Q3,completed,{'operations_coverage_pct': 'not found'; 'supply_chain_coverage_pct': 'not found'; 'geographies_cove,True,False,
kerry_group_2025_report_3ad5,Q5,completed,{'scenarios_used': []; 'temperature_pathways': []; 'time_horizons': []; 'methodology_described': Fal,True,False,
kerry_group_2025_report_3ad5,Q10,completed,{'materiality_assessment': {'methodology': 'not found'; 'criteria_used': []; 'material_risks_identif,True,False,
kerry_group_2025_report_3ad5,Q4,completed,{'hazards': []},True,False,
kerry_group_2025_report_3ad5,Q12,completed,{'location_specific_risks': []},True,False,
kerry_group_2025_report_3ad5,Q6,completed,{'vulnerable_assets': []},True,False,
kerry_group_2025_report_3ad5,Q7,completed,{'supply_chain_risks': []},True,False,
kerry_group_2025_report_3ad5,Q8,completed,{'identified_risks': []},True,False,
kerry_group_2025_report_3ad5,Q9,completed,{'vulnerabilities': []},True,False,
kerry_group_2025_report_3ad5,Q11,completed,{'cost_estimates': []},True,False,
kerry_group_2025_report_3ad5,Q18,completed,{'financial_disclosure': {'capex_disclosed': False; 'adaptation_investment_amount': ''; 'currency': ,True,False,
kerry_group_2025_report_3ad5,Q23,completed,{'financial_impact_disclosed': False; 'quantified_impacts': []; 'insurance_or_risk_transfer': {'desc,True,False,
kerry_group_2025_report_3ad5,Q13,completed,{'risk_adaptation_linkage': []; 'source_page': 0},True,False,
kerry_group_2025_report_3ad5,Q14,completed,{'implemented_measures': []; 'source_page': 0},True,False,
kerry_group_2025_report_3ad5,Q15,completed,{'resilience_programs': []; 'source_page': 0},True,False,
kerry_group_2025_report_3ad5,Q16,completed,{'nature_based_solutions': []; 'source_page': 0},True,False,
kerry_group_2025_report_3ad5,Q17,completed,{'innovation_initiatives': []; 'source_page': 0},True,False,
kerry_group_2025_report_3ad5,Q22,completed,{'adaptation_metrics': []; 'source_page': 0},True,False,
kerry_group_2025_report_3ad5,Q19,completed,{'board_oversight': {'responsible_committee': 'N/A'; 'meeting_frequency': 'N/A'; 'climate_expertise_,True,False,
kerry_group_2025_report_3ad5,Q20,completed,{'integration_areas': []; 'business_continuity_measures': 'N/A'; 'procurement_or_sourcing_changes': ,True,False,
kerry_group_2025_report_3ad5,Q21,completed,{'stakeholders_engaged': []},True,False,
nestl_2024_report_2ce8,Q0,completed,{'is_relevant': True; 'document_type': 'Non-Financial Statement'; 'climate_sections': ['Climate-rela,True,False,
nestl_2024_report_2ce8,Q1,completed,{'company_name': 'Nestlé'; 'report_title': 'Non-Financial Statement 2024'; 'publication_year': 2024;,True,False,
nestl_2024_report_2ce8,Q2,completed,{'frameworks_referenced': ['TCFD']; 'climate_sections': [{'section_name': 'General Disclosures'; 'pa,True,False,
nestl_2024_report_2ce8,Q3,completed,{'operations_coverage_pct': '100%'; 'supply_chain_coverage_pct': '100%'; 'geographies_covered': []; ,True,False,
nestl_2024_report_2ce8,Q5,completed,{'scenarios_used': ['Low – Paris Ambition'; 'Intermediate – RCP 4.5'; 'High – RCP 8.5']; 'temperatur,True,False,
nestl_2024_report_2ce8,Q10,completed,{'materiality_assessment': {'methodology': 'Comprehensive risk management strategy using the TCFD fr,True,False,
nestl_2024_report_2ce8,Q4,completed,{'hazards': [{'hazard_type': 'water stress'; 'location': 'not specified'; 'affected_assets': 'raw ma,True,False,
nestl_2024_report_2ce8,Q12,completed,{'location_specific_risks': [{'location_name': 'not specified'; 'location_type': 'not specified'; 'c,True,False,
nestl_2024_report_2ce8,Q6,completed,{'vulnerable_assets': [{'asset_type': 'production sites'; 'location': 'various locations'; 'climate_,True,False,
nestl_2024_report_2ce8,Q7,completed,{'supply_chain_risks': [{'commodity_or_material': 'key ingredients'; 'sourcing_region': 'various reg,True,False,
nestl_2024_report_2ce8,Q8,completed,{'identified_risks': [{'risk_category': 'physical risks'; 'risk_type': 'climate-related risks'; 'ris,True,False,
nestl_2024_report_2ce8,Q9,completed,{'vulnerabilities': [{'vulnerable_element': 'supply source'; 'climate_driver': 'changing temperature,True,False,
nestl_2024_report_2ce8,Q11,completed,{'cost_estimates': [{'risk_description': 'Transition risks over 10 years'; 'cost_amount': 'Not discl,True,False,
nestl_2024_report_2ce8,Q18,completed,{'financial_disclosure': {'capex_disclosed': False; 'adaptation_investment_amount': 'Not disclosed';,True,False,
nestl_2024_report_2ce8,Q23,completed,{'financial_impact_disclosed': True; 'quantified_impacts': [{'risk_type': 'Physical risks'; 'financi,True,False,
nestl_2024_report_2ce8,Q13,completed,{'risk_adaptation_linkage': [{'climate_risk': 'floods and windstorms'; 'risk_location': 'existing si,True,False,
nestl_2024_report_2ce8,Q14,completed,{'implemented_measures': [{'measure_description': 'scenario-based modeling for climate-related impac,True,False,
nestl_2024_report_2ce8,Q15,completed,{'resilience_programs': [{'program_name': 'supplier climate risk assessment programs'; 'description',True,False,
nestl_2024_report_2ce8,Q16,completed,{'nature_based_solutions': [{'initiative_name': 'nature-based solutions for food production'; 'descr,True,False,
nestl_2024_report_2ce8,Q17,completed,{'innovation_initiatives': [{'initiative_name': 'climate-resilient crop varieties'; 'technology_or_r,True,False,
nestl_2024_report_2ce8,Q22,completed,{'adaptation_metrics': [{'metric_name': 'percentage of suppliers assessed for climate risk'; 'baseli,True,False,
nestl_2024_report_2ce8,Q19,completed,{'board_oversight': {'responsible_committee': 'Board of Directors'; 'meeting_frequency': 'yearly'; ',True,False,
nestl_2024_report_2ce8,Q20,completed,{'integration_areas': ['business continuity planning'; 'procurement decisions'; 'site selection'; 'p,True,False,
nestl_2024_report_2ce8,Q21,completed,{'stakeholders_engaged': [{'stakeholder_type': 'suppliers'; 'engagement_activity': 'Collaboration on,True,False,
pernod_ricard_2023_report_6256,Q0,completed,{'is_relevant': True; 'document_type': 'sustainability report'; 'climate_sections': ['climate change,True,False,
pernod_ricard_2023_report_6256,Q1,completed,{'company_name': 'Pernod Ricard'; 'report_title': 'Sustainability Report 2023'; 'publication_year': ,True,False,
pernod_ricard_2023_report_6256,Q2,completed,{'frameworks_referenced': ['SBTi']; 'climate_sections': [{'section_name': 'decarbonization objective,True,False,
pernod_ricard_2023_report_6256,Q3,completed,{'operations_coverage_pct': '100%'; 'supply_chain_coverage_pct': '94%'; 'geographies_covered': ['Cha,True,False,
pernod_ricard_2023_report_6256,Q5,completed,{'scenarios_used': []; 'temperature_pathways': []; 'time_horizons': []; 'methodology_described': Fal,True,False,
pernod_ricard_2023_report_6256,Q10,completed,{'materiality_assessment': {'methodology': 'Integrated into the sustainability strategy with a focus,True,False,
pernod_ricard_2023_report_6256,Q4,completed,{'hazards': [{'hazard_type': 'water stress'; 'location': 'Champagne and Cognac AOC'; 'affected_asset,True,False,
pernod_ricard_2023_report_6256,Q12,completed,{'location_specific_risks': [{'location_name': 'Champagne'; 'location_type': 'region'; 'climate_risk,True,False,
pernod_ricard_2023_report_6256,Q6,completed,{'vulnerable_assets': [{'asset_type': 'vineyards'; 'location': 'Champagne and Cognac AOC'; 'climate_,True,False,
pernod_ricard_2023_report_6256,Q7,completed,{'supply_chain_risks': []},True,False,
pernod_ricard_2023_report_6256,Q8,completed,{'identified_risks': [{'risk_category': 'physical'; 'risk_type': 'climate change impacts'; 'risk_des,True,False,
pernod_ricard_2023_report_6256,Q9,completed,{'vulnerabilities': [{'vulnerable_element': 'vineyards'; 'climate_driver': 'climate change'; 'locati,True,False,
pernod_ricard_2023_report_6256,Q11,completed,{'cost_estimates': [{'risk_description': 'Impact of climate change on vineyards'; 'cost_amount': 'no,True,False,
pernod_ricard_2023_report_6256,Q18,completed,{'financial_disclosure': {'capex_disclosed': False; 'adaptation_investment_amount': 'not disclosed';,True,False,
pernod_ricard_2023_report_6256,Q23,completed,{'financial_impact_disclosed': False; 'quantified_impacts': []; 'insurance_or_risk_transfer': {'desc,True,False,
pernod_ricard_2023_report_6256,Q13,completed,{'risk_adaptation_linkage': [{'climate_risk': 'Impact of climate change on vineyards (earlier harves,True,False,
pernod_ricard_2023_report_6256,Q14,completed,{'implemented_measures': [{'measure_description': 'Deployment of regenerative viticulture experiment,True,False,
pernod_ricard_2023_report_6256,Q15,completed,{'resilience_programs': [{'program_name': 'Mon Terroir Vivant'; 'description': 'Groups of winegrower,True,False,
pernod_ricard_2023_report_6256,Q16,completed,{'nature_based_solutions': [{'initiative_name': 'Regenerative viticulture program'; 'description': ',True,False,
pernod_ricard_2023_report_6256,Q17,completed,{'innovation_initiatives': [{'initiative_name': 'Varietal research program'; 'technology_or_research,True,False,
pernod_ricard_2023_report_6256,Q22,completed,{'adaptation_metrics': [{'metric_name': 'Percentage of vineyards under regenerative practices'; 'bas,True,False,
pernod_ricard_2023_report_6256,Q19,completed,{'board_oversight': {'responsible_committee': 'Sustainability Committee'; 'meeting_frequency': 'Quar,True,False,
pernod_ricard_2023_report_6256,Q20,completed,{'integration_areas': ['business continuity planning'; 'procurement decisions'; 'site selection'; 'p,True,False,
pernod_ricard_2023_report_6256,Q21,completed,{'stakeholders_engaged': [{'stakeholder_type': 'farmers'; 'engagement_activity': 'Training in regene,True,False,
pernod_ricard_espa_a_2024_report_63aa,Q0,completed,{'is_relevant': True; 'document_type': 'sustainability report'; 'climate_sections': ['Identificación,True,False,
pernod_ricard_espa_a_2024_report_63aa,Q1,completed,{'company_name': 'Pernod Ricard España'; 'report_title': 'Informe de Sostenibilidad'; 'publication_y,True,False,
pernod_ricard_espa_a_2024_report_63aa,Q2,completed,{'frameworks_referenced': ['EFRAG'; 'EU CSRD']; 'climate_sections': [{'section_name': 'Identificació,True,False,
pernod_ricard_espa_a_2024_report_63aa,Q3,completed,{'operations_coverage_pct': 'not specified'; 'supply_chain_coverage_pct': 'not specified'; 'geograph,True,False,
pernod_ricard_espa_a_2024_report_63aa,Q5,completed,{'scenarios_used': []; 'temperature_pathways': []; 'time_horizons': []; 'methodology_described': Fal,True,False,
pernod_ricard_espa_a_2024_report_63aa,Q10,completed,{'materiality_assessment': {'methodology': 'not specified'; 'criteria_used': []; 'material_risks_ide,True,False,
pernod_ricard_espa_a_2024_report_63aa,Q4,completed,{'hazards': []},True,False,
pernod_ricard_espa_a_2024_report_63aa,Q12,completed,{'location_specific_risks': []},True,False,
pernod_ricard_espa_a_2024_report_63aa,Q6,completed,{'vulnerable_assets': []},True,False,
pernod_ricard_espa_a_2024_report_63aa,Q7,completed,{'supply_chain_risks': []},True,False,
pernod_ricard_espa_a_2024_report_63aa,Q8,completed,{'identified_risks': []},True,False,
pernod_ricard_espa_a_2024_report_63aa,Q9,completed,{'vulnerabilities': []},True,False,
pernod_ricard_espa_a_2024_report_63aa,Q11,completed,{'cost_estimates': []},True,False,
pernod_ricard_espa_a_2024_report_63aa,Q18,completed,{'financial_disclosure': {'capex_disclosed': False; 'adaptation_investment_amount': ''; 'currency': ,True,False,
pernod_ricard_espa_a_2024_report_63aa,Q23,completed,{'financial_impact_disclosed': False; 'quantified_impacts': []; 'insurance_or_risk_transfer': {'desc,True,False,
pernod_ricard_espa_a_2024_report_63aa,Q13,completed,{'risk_adaptation_linkage': []; 'source_page': 0},True,False,
pernod_ricard_espa_a_2024_report_63aa,Q14,completed,{'implemented_measures': []; 'source_page': 0},True,False,
pernod_ricard_espa_a_2024_report_63aa,Q15,completed,{'resilience_programs': []; 'source_page': 0},True,False,
pernod_ricard_espa_a_2024_report_63aa,Q16,completed,{'nature_based_solutions': []; 'source_page': 0},True,False,
pernod_ricard_espa_a_2024_report_63aa,Q17,completed,{'innovation_initiatives': []; 'source_page': 0},True,False,
pernod_ricard_espa_a_2024_report_63aa,Q22,completed,{'adaptation_metrics': []; 'source_page': 0},True,False,
pernod_ricard_espa_a_2024_report_63aa,Q19,completed,{'board_oversight': {'responsible_committee': 'Comité de Dirección'; 'meeting_frequency': 'periódica,True,False,
pernod_ricard_espa_a_2024_report_63aa,Q20,completed,{'integration_areas': []; 'business_continuity_measures': 'Identificación y gestión de los riesgos f,True,False,
pernod_ricard_espa_a_2024_report_63aa,Q21,completed,{'stakeholders_engaged': [{'stakeholder_type': 'proveedores'; 'engagement_activity': 'Compra a prove,True,False,
